,Name,Street,City,Location,status,sic
744146,OHM CLEANING LTD,"3 MONTPELIER AVENUE, ",BEXLEY,DA53AP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
748853,ONE CLICK DRY CLEANERS LIMITED,"188 CAMPDEN HILL ROAD, KENSINGTON",LONDON,W87TH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
748860,ONE CLICK TAILORING SERVICES LTD,"8 NORBURY GROVE, ",LONDON,NW74LS,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
748890,ONE DAY CLEANERS LIMITED,"DOSHI ACCOUNTANTS LTD 6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
748931,ONE DRYCLEANERS LIMITED,"467 KINGS ROAD, ",LONDON,SW100LU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
754630,ORCHARD LINEN HIRE LIMITED,"4 ARKWRIGHT ROAD, ",SOUTH CROYDON,CR20LD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
754759,ORCHID & SILK DRY CLEANING LTD,"67 CHURCH ROAD, ",LONDON,SW139HH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
754765,ORCHID AND SILK LTD,"67 CHURCH ROAD, ",LONDON,SW139HH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
756071,ORIS DRYCLEANERS (UK) LIMITED,"54 NEW ROAD, ",ILFORD,IG38AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
757701,OSSIES DRYCLEANERS LTD,"37 LOWER ADDISCOMBE ROAD, ",CROYDON,CR06PD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
759399,OVAL EXPRESS DRY CLEANERS LIMITED,"30-30A CLAPHAM ROAD, ",LONDON,SW90JQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
761590,P & M MAIDA VALE LIMITED,"LANGLEY HOUSE, PARK ROAD",LONDON,N28EY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
762935,P.D. STAR DRY CLEANERS LIMITED,"16 BROMLEY ROAD, BECKENHAM",KENT,BR35JE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
764943,PAIPA LIMITED,"73A GRANGE ROAD, ",HARROW,HA12PR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
765246,PALACE LAUNDRY (FULHAM) LIMITED,"21 GOLDEN SQUARE, ",LONDON,W1F9JN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
765247,PALACE LAUNDRY LTD,"21 GOLDEN SQUARE, ",LONDON,W1F9JN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
766679,PANACHE DRY CLEANERS (EALING) LTD,"162 BROADWAY, ",LONDON,W130TL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
766680,PANACHE DRY CLEANERS LIMITED,"66 GLENLEA ROAD ELTHAM, LONDON",LONDON,SE91DZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
766681,PANACHE DRY CLEANING SERVICES LIMITED,"192 COURT ROAD, ",ELTHAM,SE94EW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
768445,PARADISE DRY CLEANERS LTD,"58 PARKWAY, ",LONDON,NW17AH,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
769240,PAREKH ASSOCIATES LIMITED,"8 PINNER VIEW, HARROW",MIDDLESEX,HA14QA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
769750,PARK LANE DRY CLEANERS LTD,"FIRST FLOOR, 244 EDGWARE ROAD",LONDON,W21DS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
769782,PARK LANE WASHETERIA LIMITED,"HALE HOUSE UNIT 5, 296A GREEN LANES",PALMERS GREEN,N135TP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
769878,PARK ROAD DRY CLEANERS LTD,"FIRST FLOOR, 244 EDGWARE ROAD",LONDON,W21DS,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
769926,PARK STREET CLEANING CENTRE LIMITED,"COOPERS HOUSE, 65A WINGLETYE LANE",HORNCHURCH,RM113AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
769991,PARK VIEW LAUNDRY LIMITED,"2 SWANSCOMBE ROAD, ",LONDON,W114SX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
770530,PARKSIDE DRY CLEANERS LIMITED,"THE LONG LODGE 265-269 KINGSTON ROAD, WIMBLEDON",LONDON,SW193NW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
771042,PARS.DC LIMITED,"51 EAST HILL, ",LONDON,SW182QE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
771509,PARTRIDGE LAUNDRY AND LINEN HIRE LIMITED,"1-5 THE DRIVE, THORNTON HEATH",SURREY,CR78LB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
775385,PC DRYCLEANING & LAUNDRY SERVICES LTD,"20-22 WENLOCK ROAD, ",LONDON,N17GU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
776883,PEARL LAUNDRY LIMITED,"BASEMENT 32, WOODSTOCK GROVE",LONDON,W128LE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
777061,PEARLS DRYCLEANERS LTD,"22 CHURCHFIELD ROAD, ACTON",LONDON,W36EG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
777064,PEARLS OF KNIGHTSBRIDGE LIMITED,"43 RIDGEWAY GARDENS, ",ILFORD,IG45HL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
777499,PEDAL WASH LTD,"3-7 TEMPLE AVENUE, SUITE 38, TEMPLE CHAMBERS",LONDON,EC4Y0HP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
778931,PENGUIN CLEANERS LIMITED,"10 CAVENDISH PARADE, CLAPHAM SOUTH",LONDON,SW49DP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
779278,PENNY GARMENTS LIMITED,"13 ROWENA CRESCENT, ",LONDON,SW112PT,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
780055,PEOPLES LAUNDERRETE LIMITED,"130 OLD STREET, ",LONDON,EC1V9BD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
780773,PERFECT DRY CLEANING LIMITED,"59 KILBURN HIGH ROAD, NORTH MAIDA VALE",LONDON,NW65SB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
780947,PERFECT PRESS LTD,"186 PARKVIEW ROAD, ",WELLING,DA161ST,Active,96010 - Washing and (dry-)cleaning of textile and fur products
781044,PERFECT TOUCH SERVICES LIMITED,"KEMP HOUSE, 160 CITY ROAD",LONDON,EC1V2NX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
781567,PERKINS DRY CLEANERS LIMITED,"171 HAVERSTOCK HILL, ",LONDON,NW34QS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
781568,PERKINS DYERS AND CLEANERS LIMITED,"6 HOLLY BUSH VALE, HAMPSTEAD",LONDON,NW36TX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
781867,PERRANEADS LIMITED,"102 LEE HIGH ROAD, LONDON",LONDON,SE135PT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
781919,PERRY CLEANERS LIMITED,"174 PERRY VALE, FOREST HILL",LONDON,SE232LR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
782094,PERSIANCARPETCLINIC.CO.UK LTD,"68 BRIDGE LANE, ",LONDON,NW110EJ,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
788005,PICK N DROP DRY CLEANERS LTD,"1096 UXBRIDGE ROAD, ",HAYES,UB48QH,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
788978,PILGRIM LAUNDERERS & DRY CLEANERS LIMITED,"C/O REHNCY SHAHEEN, 4 WATLING GATE",297-303 EDGWARE ROAD,NW96NB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
788981,PILGRIM PAYNE & COMPANY LIMITED,"THE SHIPPING BUILDING, THE OLD VINYL FACTORY, BLYTH ROAD",HAYES,UB31HA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
790201,PINNACLE DRY CLEANERS LTD,"80 LUPUS STREET, ",LONDON,SW1V3EL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
790390,PINNER LIMITED,"19 PARK GROVE, EDGWARE",MIDDLESEX,HA87SH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
791840,PIXIE GREEN LTD,"9 COLIN PARADE, THE HYDE",LONDON,NW96SG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
792590,PKC DRY CLEANERS LIMITED,"112 PRINCESS GARDENS, ",LONDON,W30LJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
793022,PLAMEN IVANCHEV LIMITED,"15 SHIPMAN ROAD, ",LONDON,E163DT,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
793714,PLANTING LIMITED,"35 BALLARDS LANE, LONDON",LONDON,N31XW,Liquidation,9301 - Wash & dry clean textile & fur
794123,PLATINUM DRY CLEANERS LIMITED,"DOSHI ACCOUNTANTS LTD 6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
794486,PLAY LAUNDRY LIMITED,"75 CHURCH ROAD, HILLARY PRESS",LONDON,NW44DP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
795257,PLOUGH ROAD DRY CLEANERS LTD,"80 PLOUGH ROAD, ",LONDON,SW112AR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
798245,POLY DRY CLEANERS LTD,"6 QUEEN ANNES PLACE, ",ENFIELD,EN12PT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
800022,PORTLANDS DRY CLEANERS LTD.,"UNIT 1 GREAT PORTLAND ST STATION, GREAT PORTLAND STREET",LONDON,W1W5PP,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
800531,POSH VALET & CLEANING SERVICES LIMITED,"108 BROMHALL ROAD, ",DAGENHAM,RM94PH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
800532,POSH VALET & CLEANING SOLUTIONS LIMITED,"108 BROMHALL ROAD, ",DAGENHAM,RM94PH,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
800535,POSH WASH DRY CLEANERS LIMITED,"62 BATTERSEA RISE, ",LONDON,SW111EG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
800536,POSH WASH LAUNDERETTE LIMITED,"4 RUSSELL PARADE, GOLDERS GREEN ROAD, ",LONDON,NW119NN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
804554,PREMIER DC LIMITED,"400 EWELL ROAD, ",SURBITON,KT67HF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
804575,PREMIER DRY CLEANERS & LAUNDERS LTD,"433-435 HIGH ROAD, ",WOODFORD GREEN,IG80XE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
804576,PREMIER DRY CLEANERS (GB) LTD,"8 ABINGDON ROAD, ",LONDON,W86AF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
804577,PREMIER DRY CLEANING LIMITED,"79 ACRE LANE, ",LONDON,SW25TN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
805145,PREMIUM CLEANERS LTD,"10 CRAWFORD PLACE, ",LONDON,W1H5NF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
805162,PREMIUM DRYCLEANERS LIMITED,"55 FARMILO ROAD, ",WALTHAMSTOW,E178JL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
805632,PRESS 2 DRESS LTD,"2 VILLIERS COURT, 40 UPPER MULGRAVE ROAD",CHEAM,SM27AJ,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
805639,PRESS CLUB DRY CLEANERS LIMITED,"REAR OF 443, BETHNAL GREEN ROAD",LONDON,E29QH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
805672,PRESS XPRES DRY CLEANING SERVICES LIMITED,"PALLADIUM HOUSE, 1-4 ARGYLL STREET",LONDON,W1F7LD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
805695,PRESSED GROUP LTD,"39 NORTHUMBERLAND AVENUE, ",ISLEWORTH,TW75HZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
805918,PRESTIGE CLEANING MANAGEMENT LIMITED,"KEMP HOUSE, 160 CITY ROAD",LONDON,EC1V2NX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
805942,PRESTIGE DCL LTD,"58 WALM LANE, WILLESDEN GREEN",LONDON,NW24RA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
805958,PRESTIGE DRY CLEANERS (UK) LIMITED,"357 KATHERINE ROAD, LONDON",LONDON,E78LT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
805959,PRESTIGE DRY CLEANERS AND LAUNDRY LIMITED,"175 WALWORTH ROAD, LONDON",LONDON,SE171RW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
805961,PRESTIGE DRY CLEANING SOLUTIONS LIMITED,"A JOSEPH & JOSEPH, 123 FONTHILL ROAD",LONDON,N43HH,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
806287,PRESTIGIOUS DRY CLEANING LTD,"59-60 THE MARKET SQUARE, ",LONDON,N90TZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
806865,PRICESET LIMITED,"1 WARNER HOUSE, HARROVIAN BUSINESS VILLAGE",BESSBOROUGH ROAD,HA13EX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
807664,PRIME DRY CLEANERS (NO 7) LIMITED,"PREMIER SUITE 4 CHURCHILL COURT, 58 STATION ROAD",NORTH HARROW,HA27ST,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
807665,PRIME DRY CLEANERS (NO.4) LIMITED,"57 CHELSEA MANOR STREET, ",LONDON,SW35RZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
807666,PRIME DRY CLEANING AND LAUNDERETTE LIMITED,"210 HIGH STREET, HARLINGTON",HAYES,UB35DS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
808178,PRIME VILLAGE LIMITED,"21 FRIARS STILE ROAD, FRIARS STILE ROAD",RICHMOND,TW106NH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
808814,PRINCETON CLEANERS LIMITED,"IFIELD KEENE, 11 WHITCHURCH PARADE",WHITCHURCH LANE,HA86LR,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
809447,PRIORYHEATH INVESTMENTS LIMITED,"COOPERS HOUSE, 65A WINGLETYE LANE",HORNCHURCH,RM113AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
809631,PRISTINE (HLA) LIMITED,"8 BASEMENT FLOOR OFFICES, SHEPHERDS BUSH ROAD",LONDON,W67PJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
809632,PRISTINE (HLE) LIMITED,"8 BASEMENT FLOOR OFFICES, SHEPHERDS BUSH ROAD",LONDON,W67PJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
809633,PRISTINE (HSA) LIMITED,"8 BASEMENT FLOOR OFFICES, SHEPHERDS BUSH ROAD",LONDON,W67PJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
809636,PRISTINE BLUE LTD,"80A ASHFIELD STREET, ",LONDON,E12BJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
809645,PRISTINE CARPETS LIMITED,"18 FRANCIS AVENUE, LOWER FELTHAM",MIDDLESEX,TW134EB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
809655,PRISTINE DRY CLEANERS LIMITED,"40 ANMERSH GROVE, STANMORE",MIDDLESEX,HA71PA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
809669,PRISTINE LINEN LTD,"2ND FLOOR BEAUMONT HOUSE, 1B LAMBTON ROAD",LONDON,SW200LW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
809670,PRISTINE LINEN SERVICES LTD,"UNIT 1-4 50-54, FARNHAM ROAD",SEVENKINGS,IG38QD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
809814,PRIVATE CLEANING SERVICES LIMITED,"UNIT 8, HOLLES HOUSE, OVERTON ROAD",LONDON,SW97AP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
810460,PRO LAUNDRY LTD,"105 HIGH STREET, HARLESDEN",LONDON,NW104TS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
811043,PROCARE EXCEL LIMITED,"PREMIER HOUSE, 45 EALING ROAD",WEMBLEY,HA04BA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
811170,PROCLEAN (SURREY) LTD,"52 LOWER ADDISCOMBE ROAD, CROYDON",SURREY,CR06AA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
811785,PROFESSIONAL DRYCLEANERS LIMITED,"53 SHEEN LANE, ",LONDON,SW148AB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
814230,PROPER SERVICES LTD,"87A THE MALL, ",LONDON,N146LL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
819396,PURE DRY CLEANING LIMITED,"NEW BRIDGE STREET HOUSE, 30-34 NEW BRIDGE STREET",LONDON,EC4V6BJ,Liquidation,96010 - Washing and (dry-)cleaning of textile and fur products
819403,PURE ELEGANT DRYCLEANERS LTD,"45 RIDGEWAY GARDENS, ",ILFORD,IG45HL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
819680,PURE STITCH LIMITED,"7 WESTMORELAND HOUSE CUMBERLAND PARK, SCRUBS LANE",LONDON,NW106RE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
819942,PURITY SWEET CLEAN LAUNDRY LIMITED,"4 ARGALL AVENUE, LEYTON",LONDON,E107QA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
821227,PYRAMID CLEANERS LIMITED,"52 BELSIZE LANE, ",BELSIZE PARK,NW35AR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
823692,QUALITY ELEGANCE CLEANERS LIMITED,"UNIT 3, 207-208 HIGH STREET",BRENTFORD,TW88AH,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
823783,QUALITY LAUNDRY (UK) LTD,"GAP BRIDGE HOUSE, GAP ROAD",LONDON,SW198JA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
823784,QUALITY LAUNDRY SERVICES LIMITED,"DEVONSHIRE HOUSE, 582 HONEYPOT LANE",STANMORE,HA71JS,Liquidation,96010 - Washing and (dry-)cleaning of textile and fur products
824995,QUE CLEANING LIMITED,"FLAT 5 GIBSON HOUSE CROWN ROAD, SUTTON SURREY",SUTTON SURREY,SM11RY,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
825861,QUICK & EASY 2018 LTD,"UNIT 2-3, 7 WESTMOOR STREET",LONDON,SE78NR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
826059,QUICK SILVER DRY CLEANERS LIMITED,"6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
826095,QUICK&FAST WASHING LIMITED,"28 ELTHIRON ROAD, ",LONDON,SW64BP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
827203,QWICKA SERVICES LIMITED,"8 MAURICE BROWNE AVENUE, ",LONDON,NW71BZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
828021,R GREENWICH DRY CLEANERS LTD,"277 WOOLWICH ROAD, ",LONDON,SE77RB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
831086,RADIANT DRY CLEANERS AND LAUNDRY SERVICES LTD,"310 HARROW ROAD,, ","WEMBLEY,",HA96LL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
831851,RAFFYF LIMITED,"203-205 THE VALE, ",LONDON,W37QS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
832079,RAGTIME (LONDON) LIMITED,"C/O WESTBURY, 2ND FLOOR 145-157 ST JOHN STREET",LONDON,EC1V4PY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
832687,RAINBOW LAUNDERETTE & DRY CLEANERS LTD,"243 NORTHBOROUGH ROAD, ",LONDON,SW164TR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
832688,RAINBOW LAUNDRETTE LTD,"10 STOKE NEWINGTON ROAD, ",LONDON,N167XN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
833486,RAKSHI RITHU LTD,"214 TOOTING HIGH STREET, ",LONDON,SW170SG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
833678,RAM DRY CLEANERS LIMITED,"3 MONTPELIER AVENUE, ",BEXLEY,DA53AP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
834349,RANA MARKETING SERVICES LIMITED,"THE LONG LODGE 265-269 KINGSTON ROAD, WIMBLEDON",LONDON,SW193NW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
835716,RASCAL RAZAS LIMITED,"C/O DAS UK LTD, 6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
836903,RAXWELL LTD,"UNIT 9 BELVEDERE BUSSINESS PARK, CRABTREE MANORWAY SOUTH",BELVEDERE,DA176AH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
836949,RAY DRYCLEANERS LTD,"104 WALM LANE, ",LONDON,NW24RS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
837382,RAYNES PARK DRY CLEANERS LIMITED,"26 DURHAM ROAD, ",RAYNES PARK,SW200TW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
838117,RC DRY CLEANING SUPPLIES & SERVICING LIMITED,"71-75 SHELTON STREET, ",LONDON,WC2H9JQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
838660,RDC BEDFONT LTD,"107 DIAMOND HOUSE, LOWER RICHMOND ROAD",RICHMOND,TW94LN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
838661,RDC COMMERCIAL LIMITED,"SOUTHGATE OFFICE VILLAGE, 286A CHASE ROAD",SOUTHGATE,N146HF,Liquidation,96010 - Washing and (dry-)cleaning of textile and fur products
838663,RDC COOKHAM LIMITED,"SOUTHGATE OFFICE VILLAGE, 286A CHASE ROAD",SOUTHGATE,N146HF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
838667,RDC HAMMERSMITH LIMITED,"SOUTHGATE OFFICE VILLAGE, 286A CHASE ROAD",SOUTHGATE,N146HF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
839843,REAL ROCK LIMITED,"97 HIGH ROAD, EAST FINCHLEY",LONDON,N28AG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
844532,REEVES EALING LTD,"74 PITTSHANGER LANE, ",LONDON,W51QX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
845343,REGENCY DRYCLEANERS (UK) LIMITED,"FOFRAME HOUSE, 35 - 37 BRENT STREET",LONDON,NW42EF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
