,name,address_1,address_2,post_town,postcode,sic_code_1,lat,long,borough
1765,AXCANA LIMITED,30 BANKS HOUSE,ROCKINGHAM STREET,ELEPHANT AND CASTLE LONDON,SE16QQ,56102 - Unlicensed restaurants and cafes,51.496034,-0.097187,Southwark
1766,ART ONE CAFE LIMITED,17 LONDON ROAD,,LONDON,SE16JX,56102 - Unlicensed restaurants and cafes,51.497341999999996,-0.1035,Southwark
1767,ARTEMIS CAFE LIMITED,17 LONDON ROAD,,LONDON,SE16JX,56102 - Unlicensed restaurants and cafes,51.497341999999996,-0.1035,Southwark
1768,THE LONDON COOKHOUSE LTD.,THE CLARENCE CENTER,ST. GEORGES CIRCUS,LONDON,SE16FE,56102 - Unlicensed restaurants and cafes,51.49855,-0.10425699999999999,Southwark
1769,DAVIDE'S KITCHEN LTD,"FLAT 18, MELBWAY HOUSE",18 MEADOW ROW,LONDON,SE16BF,56102 - Unlicensed restaurants and cafes,51.495447,-0.09701,Southwark
1770,ANNAM GOURMET LTD,16 HARPER ROAD,,LONDON,SE16AD,56102 - Unlicensed restaurants and cafes,51.496465,-0.093827,Southwark
1771,THE FOOD HEAVEN LIMITED,93 ELGAR STREET,,LONDON,SE167QW,56102 - Unlicensed restaurants and cafes,51.497026,-0.035151999999999996,Southwark
1772,ALBION'S CAFE LIMITED,40 ALBION STREET,,LONDON,SE167JQ,56102 - Unlicensed restaurants and cafes,51.49948,-0.052869000000000006,Southwark
1773,KAYRA LIMITED,82 NEPTUNE STREET,LONDON,,SE167JP,56102 - Unlicensed restaurants and cafes,51.498487,-0.053185,Southwark
1774,MILK TEA & PEARL LIMITED,87 ONTARIO POINT,28 SURREY QUAYS ROAD,LONDON,SE167EF,56102 - Unlicensed restaurants and cafes,51.498411,-0.049716,Southwark
1775,THE SITE CANTEEN SERVICE LIMITED,228 ROTHERHITHE STREET,,LONDON,SE165RJ,56102 - Unlicensed restaurants and cafes,51.504311,-0.047057999999999996,Southwark
1776,PICCALILLI'S CAFE LTD,SURREY DOCKS FARM,ROTHERHITHE STREET,LONDON,SE165ET,56102 - Unlicensed restaurants and cafes,51.499817,-0.033201999999999995,Southwark
1777,JAPINDO LTD,PRINCE OF WALES,SCOTT LIDGETT CRESCENT,LONDON,SE164XF,56102 - Unlicensed restaurants and cafes,51.498806,-0.067608,Southwark
1778,BERMONDSEY TANDOORI (UK) LTD,206 JAMAICA ROAD,,LONDON,SE164RT,56102 - Unlicensed restaurants and cafes,51.498146999999996,-0.062002999999999996,Southwark
1779,ELITE PERI PERI LTD,170 JAMAICA ROAD,,LONDON,SE164RT,56102 - Unlicensed restaurants and cafes,51.498146999999996,-0.062002999999999996,Southwark
1780,THIRD SPACE CANTEEN LTD,FLAT 8 DAVOLL COURT,MARINE STREET,LONDON,SE164RJ,56102 - Unlicensed restaurants and cafes,51.497412,-0.06977,Southwark
1781,LIME GREEN ENTERPRISES LIMITED,FLAT 15 QUEENS COURT,2 OLD JAMAICA ROAD,LONDON,SE164ER,56102 - Unlicensed restaurants and cafes,51.498065999999994,-0.07127,Southwark
1782,ANTOJOS LIMITED,24 OLD JAMAICA ROAD,UNIT 18,LONDON,SE164AW,56102 - Unlicensed restaurants and cafes,51.497471000000004,-0.070632,Southwark
1783,CAFE CULTURA UK LIMITED,24 OLD JAMAICA ROAD,UNIT 18 JAMAICA BUSINESS ESTATE,LONDON,SE164AW,56102 - Unlicensed restaurants and cafes,51.497471000000004,-0.070632,Southwark
1784,LUCYA LTD,3 MARKET PLACE,BERMONDSEY,LONDON,SE163UQ,56102 - Unlicensed restaurants and cafes,51.49273,-0.063961,Southwark
1785,RA CAFE LTD,3 MARKET PLACE,,LONDON,SE163UQ,56102 - Unlicensed restaurants and cafes,51.49273,-0.063961,Southwark
1786,HASEKA LIMITED,251 SOUTHWARK PARK  ROAD,,LONDON,SE163TS,56102 - Unlicensed restaurants and cafes,51.492564,-0.063161,Southwark
1787,LETRAN CAFE LTD,269 SOUTHWARK PARK RD,BERMONDSEY,LONDON,SE163TP,56102 - Unlicensed restaurants and cafes,51.49232,-0.061457000000000005,Southwark
1788,BLUE ANCHOR POPINN LIMITED,258 SOUTHWARK PARK ROAD,,LONDON,SE163RN,56102 - Unlicensed restaurants and cafes,51.492129,-0.062416,Southwark
1789,TULIP CATERING LTD,POP INN CAFE,258 SOUTHWARK PARK ROAD,LONDON,SE163RN,56102 - Unlicensed restaurants and cafes,51.492129,-0.062416,Southwark
1790,CAFE DEL AMORE LTD,96 SPA ROAD,,LONDON,SE163QT,56102 - Unlicensed restaurants and cafes,51.495653999999995,-0.072784,Southwark
1791,VYVYEN FINEST FOOD LTD,"11 FALLOW COURT, ARGYLE WAY",,LONDON,SE163JQ,56102 - Unlicensed restaurants and cafes,51.485942,-0.06458,Southwark
1792,BOW TIE COFFEE LIMITED,43 STEVENSON CRESCENT,,LONDON,SE163EN,56102 - Unlicensed restaurants and cafes,51.487799,-0.064314,Southwark
1793,SIZZL'D LIMITED,168 LOWER ROAD,,LONDON,SE162UN,56102 - Unlicensed restaurants and cafes,51.492158,-0.045777,Southwark
1794,STOMPING GROUNDS CAFE LTD,6 ANN MOSS WAY,,LONDON,SE162TL,56102 - Unlicensed restaurants and cafes,51.496557,-0.055039,Southwark
1795,ORIENTAL TASTY EXPRESS LTD,41 BRYDALE HOUSE,ROTHERHITHE NEW ROAD,LONDON,SE162PT,56102 - Unlicensed restaurants and cafes,51.491713,-0.048158,Southwark
1796,SUPER NOODLE LIMITED,1B ROTHERHITHE OLD ROAD,,LONDON,SE162PP,56102 - Unlicensed restaurants and cafes,51.492843,-0.047476,Southwark
1797,EZO BISTRO LTD,103 WESTLAKE,,LONDON,SE162DT,56102 - Unlicensed restaurants and cafes,51.490838000000004,-0.052373,Southwark
1798,THE JEWELLERY CAFE LTD,51 BRADLEY HOUSE,ASPINDEN ROAD,LONDON,SE162DN,56102 - Unlicensed restaurants and cafes,51.492058,-0.05706,Southwark
1799,ABANOOS CAFE LTD,242 OLD KENT ROAD,,LONDON,SE15UB,56102 - Unlicensed restaurants and cafes,51.489231,-0.07922,Southwark
1800,KIT & PAM LTD,16 ABINGDON CLOSE,,LONDON,SE15RW,56102 - Unlicensed restaurants and cafes,51.489463,-0.071993,Southwark
1801,ABSOLUTE PATATAS LTD,23 MONNOW ROAD,,LONDON,SE15RP,56102 - Unlicensed restaurants and cafes,51.491025,-0.06744700000000001,Southwark
1802,BOUSTAN RESTAURANTS LTD,169 OLD KENT ROAD,,LONDON,SE15NA,56102 - Unlicensed restaurants and cafes,51.490897,-0.080993,Southwark
1803,AHWAZ LEBANESE RESTAURANT LIMITED,249 OLD KENT ROAD,,LONDON,SE15LU,56102 - Unlicensed restaurants and cafes,51.489722,-0.079012,Southwark
1804,L'OPERA LTD,KAMEL MEHDAOUI,225 OLD KENT ROAD,LONDON,SE15LU,56102 - Unlicensed restaurants and cafes,51.489722,-0.079012,Southwark
1805,HULKAS LTD,81 OXLEY CLOSE,,LONDON,SE15HF,56102 - Unlicensed restaurants and cafes,51.489188,-0.071673,Southwark
1806,AFC FRIED CHICKEN & PIZZA LTD,10 PECKHAM PARK ROAD,,LONDON,SE156TW,56102 - Unlicensed restaurants and cafes,51.4829,-0.065558,Southwark
1807,EMRENAZ LIMITED,21 PECKHAM PARK ROAD,,LONDON,SE156TR,56102 - Unlicensed restaurants and cafes,51.482725,-0.065307,Southwark
1808,WE ARE LUMBERJACK C.I.C.,120 GLENGALL ROAD,,LONDON,SE156RR,56102 - Unlicensed restaurants and cafes,51.480614,-0.07144500000000001,Southwark
1809,UNDER AFRICAN SKIES LIMITED,23 PECKHAM GROVE,,PECKHAM,SE156ET,56102 - Unlicensed restaurants and cafes,51.479651000000004,-0.081826,Southwark
1810,CRITERION CAFE LIMITED,129 PECKHAM HIGH STREET,,LONDON,SE155SL,56102 - Unlicensed restaurants and cafes,51.474157,-0.06645,Southwark
1811,LUCABUCA LIMITED,104 TALFOURD ROAD,,LONDON,SE155NZ,56102 - Unlicensed restaurants and cafes,51.470886,-0.077557,Southwark
1812,JS FAST FOODS LTD,9 PECKHAM HIGH STREET,,LONDON,SE155EB,56102 - Unlicensed restaurants and cafes,51.473706,-0.072398,Southwark
1813,LATTE ART BAR LIMITED,18 D BELLENDEN ROAD,,LONDON,SE155DR,56102 - Unlicensed restaurants and cafes,51.472735,-0.071878,Southwark
1814,DDOS - DIPODESOLA OYENOLA AND SONS LIMITED,15 BIRCH CLOSE,,LONDON,SE154UG,56102 - Unlicensed restaurants and cafes,51.468319,-0.066362,Southwark
1815,JPJ & CO. LIMITED,15 BIRCH CLOSE,,LONDON,SE154UG,56102 - Unlicensed restaurants and cafes,51.468319,-0.066362,Southwark
1816,DESERTED CACTUS LTD,23 & 25 HOLDRONS ARCADE 135A RYE LANE,PECKHAM,LONDON,SE154ST,56102 - Unlicensed restaurants and cafes,51.469906,-0.068213,Southwark
1817,CONFEDERATION COFFEE (BRIXTON) LIMITED,1 CHADWICK ROAD,,LONDON,SE154RA,56102 - Unlicensed restaurants and cafes,51.468486999999996,-0.07115,Southwark
1818,RUNDELLS LIMITED,28 PECKHAM RYE,,LONDON,SE154JR,56102 - Unlicensed restaurants and cafes,51.465384,-0.06676,Southwark
1819,LESK LIMITED,165 NUNHEAD GROVE,,LONDON,SE153LS,56102 - Unlicensed restaurants and cafes,51.463239,-0.056629,Southwark
1820,OMUR CATERING LIMITED,124 CHELTENHAM ROAD,,LONDON,SE153AR,56102 - Unlicensed restaurants and cafes,51.456432,-0.051289999999999995,Southwark
1821,GOODCUP LONDON LTD,6 HICHISSON ROAD,,LONDON,SE153AL,56102 - Unlicensed restaurants and cafes,51.45752,-0.051244000000000005,Southwark
1822,MAZZA RESTAURANT LIMITED,32 WOODS ROAD,,LONDON,SE152SW,56102 - Unlicensed restaurants and cafes,51.472589,-0.06084,Southwark
1823,KAFE 1788 LTD,FLAT 2 GRENIER APPARTEMENT,18 GERVASE STREET,LONDON,SE152RS,56102 - Unlicensed restaurants and cafes,51.479096999999996,-0.05851900000000001,Southwark
1824,WITHOUT LTD,1 KINGS GROVE,,LONDON,SE152LY,56102 - Unlicensed restaurants and cafes,51.47473,-0.05927999999999999,Southwark
1825,KITCHEN 54 LIMITED,119A QUEENS ROAD,,LONDON,SE152EZ,56102 - Unlicensed restaurants and cafes,51.474102,-0.060375,Southwark
1826,ROBERTOS LTD,911-915 OLD KENT ROAD,,LONDON,SE151NL,56102 - Unlicensed restaurants and cafes,51.478751,-0.053925,Lewisham
1827,GULMEZ LIMITED,664-666 OLD KENT ROAD,,LONDON,SE151JF,56102 - Unlicensed restaurants and cafes,51.482347999999995,-0.06305,Southwark
1828,SIMPLY INDIAN RESTAURANT LTD,25 TABARD STREET,,LONDON,SE14LA,56102 - Unlicensed restaurants and cafes,51.500716,-0.091459,Southwark
1829,MUSKINS CATERING SERVICES LIMITED,13 HAROLD ESTATE,PAGES WALK,LONDON,SE14HN,56102 - Unlicensed restaurants and cafes,51.494690000000006,-0.081439,Southwark
1830,FOODS HUB LIMITED,"33, BARTHOLOMEW STREET",,LONDON,SE14AL,56102 - Unlicensed restaurants and cafes,51.495328,-0.088025,Southwark
1831,GOLDSMITH CAFE LTD,25 LEWISHAM WAY,,LONDON,SE146PP,56102 - Unlicensed restaurants and cafes,51.475367,-0.03538,Lewisham
1832,CUMMIN' UP LIMITED,265 NEW CROSS ROAD,LONDON,,SE146LA,56102 - Unlicensed restaurants and cafes,51.476068,-0.033274,Lewisham
1833,CHEEKY OLIVER LIMITED,27 HAWKE TOWER,NYNEHEAD STREET,LONDON,SE146HJ,56102 - Unlicensed restaurants and cafes,51.480459,-0.038787999999999996,Lewisham
1834,BEIRUT CANTEEN EXPRESS LTD,"303, BEIRUT CANTEEN EXPRESS LTD",NEW CROSS ROAD,LONDON,SE146AS,56102 - Unlicensed restaurants and cafes,51.475524,-0.038380000000000004,Lewisham
1835,BEIRUT CANTEEN LTD,"303, BEIRUT CANTEEN LTD",NEW CROSS ROAD,LONDON,SE146AS,56102 - Unlicensed restaurants and cafes,51.475524,-0.038380000000000004,Lewisham
1836,I-OMAN LTD,275 NEW CROSS ROAD,,LONDON,SE146AS,56102 - Unlicensed restaurants and cafes,51.475524,-0.038380000000000004,Lewisham
1837,KALAN NEW X LIMITED,307 NEW CROSS ROAD,,LONDON,SE146AS,56102 - Unlicensed restaurants and cafes,51.475524,-0.038380000000000004,Lewisham
1838,HILL GATE SOCIAL ENTERPRISE LTD,THE HILL STATION COMMUNITY CAFE TELEGRAPH HILL CENTRE,KITTO ROAD,LONDON,SE145TY,56102 - Unlicensed restaurants and cafes,51.467789,-0.044745,Lewisham
1839,MESS LONDON LTD,9 VENTNOR ROAD,,LONDON,SE145QU,56102 - Unlicensed restaurants and cafes,51.477803,-0.045022,Lewisham
1840,EGI'S RESTAURANT AND TAKEAWAY LIMITED,395A QUEENS ROAD,NEW CROSS,LONDON,SE145HD,56102 - Unlicensed restaurants and cafes,51.474231,-0.047623,Lewisham
1841,EMINE KEBAB LTD,393 QUEENS ROAD,,LONDON,SE145HD,56102 - Unlicensed restaurants and cafes,51.474231,-0.047623,Lewisham
1842,BLACK SWAN YARD COFFEE LIMITED,37 BERMONDSEY STREET,,LONDON,SE13XF,56102 - Unlicensed restaurants and cafes,51.501567,-0.081871,Southwark
1843,SOULARD LTD,109 BERMONDSEY STREET,,LONDON,SE13XB,56102 - Unlicensed restaurants and cafes,51.500636,-0.081579,Southwark
1844,FIKA & FOLLY LIMITED,1 BERMONDSEY SQUARE,TOWER BRIDGE ROAD,LONDON,SE13UN,56102 - Unlicensed restaurants and cafes,51.497386,-0.08077899999999999,Southwark
1845,BIROL LTD,128 BERMONDSEY STREET,,LONDON,SE13TX,56102 - Unlicensed restaurants and cafes,51.500147,-0.08192999999999999,Southwark
1846,PER CAFE LTD,128 BERMONDSEY STREET,,LONDON,SE13TX,56102 - Unlicensed restaurants and cafes,51.500147,-0.08192999999999999,Southwark
1847,BENITA FOOD LIMITED,9 BICKELS YARD 151-153 BERMONDSEY STREET,LONDON BRIDGE,LONDON,SE13HA,56102 - Unlicensed restaurants and cafes,51.499635999999995,-0.0809,Southwark
1848,CAFE ESSENCE LIMITED,9 BICKELS YARD,151 - 153 BERMONDSEY STREET,LONDON,SE13HA,56102 - Unlicensed restaurants and cafes,51.499635999999995,-0.0809,Southwark
1849,HOTCUP LONDON LIMITED,85 MALYONS ROAD,,LONDON,SE137XD,56102 - Unlicensed restaurants and cafes,51.454636,-0.020837,Lewisham
1850,CRYSTAL RESTAURANT LTD,2 LOAMPIT HILL,,LONDON,SE137SW,56102 - Unlicensed restaurants and cafes,51.466181,-0.019647,Lewisham
1851,HOT POT CAFE LIMITED,13 LEWISHAM ROAD,,LONDON,SE137QS,56102 - Unlicensed restaurants and cafes,51.472411,-0.015272999999999998,Greenwich
1852,LEWISHAM COFFEE LIMITED,74 MALL KIOSK LEWISHAM CENTRE,LEWISHAM,LONDON,SE137EP,56102 - Unlicensed restaurants and cafes,51.461793,-0.011692000000000001,Lewisham
1853,THE SCULLERY LONDON LIMITED,13 GILLIAN STREET,LADYWELL,LEWISHAM,SE137AH,56102 - Unlicensed restaurants and cafes,51.457126,-0.020773,Lewisham
1854,BLUE FISH BLUE LIMITED,75 SPRINGBANK ROAD,,"LONDON, ENGLAND",SE136SS,56102 - Unlicensed restaurants and cafes,51.449504,0.000745,Lewisham
1855,LITTLE TERRA LIMITED,214 HITHER GREEN LANE,,LONDON,SE136RT,56102 - Unlicensed restaurants and cafes,51.450701,-0.006212,Lewisham
1856,TRADITIONAL LEBANESE KITCHEN LIMITED,226 HITHER GREEN LANE,,LONDON,SE136RT,56102 - Unlicensed restaurants and cafes,51.450701,-0.006212,Lewisham
1857,GOURMET BURGER BOSSES LTD,377 LEWISHAM HIGH STREET,LEWISHAM,LONDON,SE136NZ,56102 - Unlicensed restaurants and cafes,51.451146,-0.016498,Lewisham
1858,QUELA'S LIMITED,5 GEORGE LANE,LEWISHAM,LONDON,SE136HQ,56102 - Unlicensed restaurants and cafes,51.450628,-0.015686000000000002,Lewisham
1859,BAYSEK LIMITED,183 LEWISHAM HIGH STREET,,LONDON,SE136AA,56102 - Unlicensed restaurants and cafes,51.460294,-0.010806999999999999,Lewisham
1860,KASKAY LIMITED,183 LEWISHAM HIGH STREET,,LONDON,SE136AA,56102 - Unlicensed restaurants and cafes,51.460294,-0.010806999999999999,Lewisham
1861,YUM YUMMY LTD,41 CORDWELL ROAD,LEWISHAM,LONDON,SE135QX,56102 - Unlicensed restaurants and cafes,51.455851,0.000331,Lewisham
1862,ELITE RETAIL LIMITED,PLAZA BUILDING,102 LEE HIGH ROAD,LEWISHAM,SE135PT,56102 - Unlicensed restaurants and cafes,51.461345,-0.006540000000000001,Lewisham
1863,LOGDIS COFFEE LIMITED,PLAZA BUILDING,102 LEE HIGH ROAD,LEWISHAM,SE135PT,56102 - Unlicensed restaurants and cafes,51.461345,-0.006540000000000001,Lewisham
1864,GIGI CAFFE LTD,75 LEE HIGH ROAD,LEWISHAM,LONDON,SE135NS,56102 - Unlicensed restaurants and cafes,51.461696,-0.006553,Lewisham
1865,KSL FOOD LIMITED,67 LEE HIGH ROAD,,LONDON,SE135NS,56102 - Unlicensed restaurants and cafes,51.461696,-0.006553,Lewisham
1866,MUGHEAD COFFEE LIMITED,97 LEAHURST ROAD,,LONDON,SE135HY,56102 - Unlicensed restaurants and cafes,51.45499,-0.0029879999999999998,Lewisham
1867,L'ARTISAN GREENWICH LIMITED,"29 CEDARS CLOSE, BELMONT HILL",,LONDON,SE135DP,56102 - Unlicensed restaurants and cafes,51.462965999999994,-0.001359,Lewisham
1868,BENFATTO RETAIL.UK LTD,OFFICE 7,2 LONDON BRIDGE WALK,LONDON,SE12SX,56102 - Unlicensed restaurants and cafes,51.506186,-0.08719600000000001,Southwark
1869,ZYZA GROUP LIMITED,27 DOCKHEAD,,LONDON,SE12BS,56102 - Unlicensed restaurants and cafes,51.500392,-0.07218,Southwark
1870,ARAZZ LTD,182 TOWERBRIDGE ROAD,,TOWERBRIDGE,SE12AD,56102 - Unlicensed restaurants and cafes,51.50134,-0.07786,Southwark
1871,GREEN BROOK HEATH LIMITED,4 ALNWICK ROAD,,LONDON,SE129BD,56102 - Unlicensed restaurants and cafes,51.447035,0.023534,Greenwich
1872,TAYLAN CAFE LIMITED,21 BURNT ASH ROAD,,LONDON,SE128RG,56102 - Unlicensed restaurants and cafes,51.45561,0.011804,Lewisham
1873,LEE BAR LTD,113 BURNT ASH ROAD,,LONDON,SE128RA,56102 - Unlicensed restaurants and cafes,51.451071999999996,0.012643999999999999,Lewisham
1874,FLUFFY SLIPPERS LIMITED,132 BURNT ASH ROAD,LEE,LONDON,SE128PU,56102 - Unlicensed restaurants and cafes,51.451028,0.012066,Lewisham
1875,ATAMAN CATERING LIMITED,57 BOROUGH HIGH STREET,,LONDON,SE11NE,56102 - Unlicensed restaurants and cafes,51.504656,-0.089882,Southwark
1876,BALIM FAST FOOD LTD,57 BOROUGH HIGH STREET,,LONDON,SE11NE,56102 - Unlicensed restaurants and cafes,51.504656,-0.089882,Southwark
1877,AL MASAR RESTAURANT (LONDON) LTD,214-216 BOROUGH HIGH STREET,,LONDON,SE11JX,56102 - Unlicensed restaurants and cafes,51.501049,-0.094197,Southwark
1878,GOLDEN LEBAN LIMITED,214-216 BOROUGH HIGH STREET,,LONDON,SE11JX,56102 - Unlicensed restaurants and cafes,51.501049,-0.094197,Southwark
1879,MNM GELATO LTD,302 BOROUGH HIGH STREET,,LONDON,SE11JJ,56102 - Unlicensed restaurants and cafes,51.499682,-0.096289,Southwark
1880,BIRDS HILL COFFEE LIMITED,14 MARSHALSEA ROAD,,BOROUGH,SE11HL,56102 - Unlicensed restaurants and cafes,51.501799,-0.094411,Southwark
1881,ITALIAN WOOD OVEN LTD,6 TRINITY STREET 6 TRINITY STREET,LONDON,LONDON,SE11DB,56102 - Unlicensed restaurants and cafes,51.499536,-0.095154,Southwark
1882,THE INDIAN DINNER BOX LIMITED,6 TRINITY STREET,,LONDON,SE11DB,56102 - Unlicensed restaurants and cafes,51.499536,-0.095154,Southwark
1883,LA TIA CAFE LIMITED,LA TIA CAFE BLACK PRINCE COMMUNITY,5 BEAUFOY WALK,LONDON,SE116HU,56102 - Unlicensed restaurants and cafes,51.491324,-0.116211,Lambeth
1884,FAST FOOD VENTURES LTD,151 LAMBETH WALK,,LONDON,SE116EE,56102 - Unlicensed restaurants and cafes,51.492695,-0.116471,Lambeth
1885,THE HUNGRY LLAMA LTD,4 HORNBEAM CLOSE,,LONDON,SE116DE,56102 - Unlicensed restaurants and cafes,51.49412,-0.113949,Lambeth
1886,CAFE DE LUCA LIMITED,239-241 KENNINGTON LANE,,LONDON,SE115QU,56102 - Unlicensed restaurants and cafes,51.486711,-0.11388399999999999,Lambeth
1887,F S CATERERS LIMITED,239-241 KENNINGTON LANE,,LONDON,SE115QU,56102 - Unlicensed restaurants and cafes,51.486711,-0.11388399999999999,Lambeth
1888,SUNSHINE KEBABS UK LTD,239-241 KENNINGTON LANE,,LONDON,SE115QU,56102 - Unlicensed restaurants and cafes,51.486711,-0.11388399999999999,Lambeth
1889,TAYFORM LIMITED,239-241 KENNINGTON LANE,,LONDON,SE115QU,56102 - Unlicensed restaurants and cafes,51.486711,-0.11388399999999999,Lambeth
1890,YASERO LIMITED,239-241 KENNINGTON LANE,,LONDON,SE115QU,56102 - Unlicensed restaurants and cafes,51.486711,-0.11388399999999999,Lambeth
1891,BLUE PEARL CATERING LTD,33 HARLEYFORD ROAD,,LONDON,SE115AX,56102 - Unlicensed restaurants and cafes,51.485018,-0.11891900000000001,Lambeth
1892,AROMA COFFEE LIMITED,63 BROOK DRIVE,KENNINGTON,LONDON,SE114TU,56102 - Unlicensed restaurants and cafes,51.494786,-0.108321,Southwark
1893,ABISI FISH LTD,56 KENNINGTON PARK ROAD,,KENNINGTON,SE114RS,56102 - Unlicensed restaurants and cafes,51.489342,-0.10538800000000001,Lambeth
1894,BARE TASTY LTD,152 NEWINGTON BUTTS,NEWINGTON BUTTS,LONDON,SE114RN,56102 - Unlicensed restaurants and cafes,51.490970000000004,-0.10372200000000001,Lambeth
1895,MIHRICAN LTD,312 KENNINGTON PARK ROAD,LAMBETH,LONDON,SE114PP,56102 - Unlicensed restaurants and cafes,51.481669000000004,-0.11308,Lambeth
1896,SUSHI ESSENCE LIMITED,334 KENNINGTON ROAD,,LONDON,SE114LD,56102 - Unlicensed restaurants and cafes,51.48673,-0.111805,Lambeth
1897,AWG+ INVESTMENT GROUP LTD,53 COTTINGTON STREET,FLAT 12 ASHTON HOUSE,LONDON,SE114BN,56102 - Unlicensed restaurants and cafes,51.489549,-0.107108,Lambeth
1898,CAFFE DENIRO LIMITED,43 WEBBER STREET,,LONDON,SE10RF,56102 - Unlicensed restaurants and cafes,51.500908,-0.103252,Southwark
1899,DELI DELI UK LIMITED,48A GREAT SUFFOLK STREET,,LONDON,SE10BL,56102 - Unlicensed restaurants and cafes,51.503102,-0.10159,Southwark
1900,REGNUM FOOD LIMITED,54-56 GREAT SUFFOLK STREET,,LONDON,SE10BL,56102 - Unlicensed restaurants and cafes,51.503102,-0.10159,Southwark
1901,AROMA DE CAFE LONDON LTD,64 SOUTHWARK BRIDGE ROAD,,LONDON,SE10AS,56102 - Unlicensed restaurants and cafes,51.503409000000005,-0.09613,Southwark
1902,CHAPLINS DELI LTD,64 SOUTHWARK BRIDGE ROAD,,LONDON,SE10AS,56102 - Unlicensed restaurants and cafes,51.503409000000005,-0.09613,Southwark
1903,CHAPLINS DELI M/M LTD,64 SOUTHWARK BRIDGE ROAD,,LONDON,SE10AS,56102 - Unlicensed restaurants and cafes,51.503409000000005,-0.09613,Southwark
1904,FIX COFFEE CURTAIN ROAD LTD,64 SOUTHWARK BRIDGE ROAD,,LONDON,SE10AS,56102 - Unlicensed restaurants and cafes,51.503409000000005,-0.09613,Southwark
1905,LA ROSA BLANCA LTD,64 SOUTHWARK BRIDGE ROAD,,LONDON,SE10AS,56102 - Unlicensed restaurants and cafes,51.503409000000005,-0.09613,Southwark
1906,LINO'S CAFE LTD.,64 SOUTHWARK BRIDGE ROAD,,LONDON,SE10AS,56102 - Unlicensed restaurants and cafes,51.503409000000005,-0.09613,Southwark
1907,ISLAND CAFE LTD,1 FLAT IRON SQUARE,SOUTHWORK,LONDON,SE10AB,56102 - Unlicensed restaurants and cafes,51.504038,-0.095542,Southwark
1908,TRAFALGAR CAFE LIMITED,98 TRAFALGAR ROAD,,LONDON,SE109UW,56102 - Unlicensed restaurants and cafes,51.483996000000005,0.001505,Greenwich
1909,PARK CAFES OF LONDON LTD,2B HADDO STREET,,GREENWICH,SE109RN,56102 - Unlicensed restaurants and cafes,51.480252,-0.013651,Greenwich
1910,FITOLOGY KITCHEN LIMITED,UNIT 6 GREENWICH CENTRE BUSINESS PARK,53 NORMAN ROAD,LONDON,SE109QF,56102 - Unlicensed restaurants and cafes,51.478501,-0.016996,Greenwich
1911,B&B PVT LTD,11 TURNPIN LANE,GREENWICH,LONDON,SE109JA,56102 - Unlicensed restaurants and cafes,51.481171,-0.009002,Greenwich
1912,THE MOOD KITCHEN LIMITED,106 JUBILEE COURT,20 VICTORIA PARADE,GREENWICH,SE109FJ,56102 - Unlicensed restaurants and cafes,51.48263,-0.014944999999999998,Greenwich
1913,LONDON ORGANICS LIMITED,228-232 TRAFALGER ROAD,,LONDON,SE109ER,56102 - Unlicensed restaurants and cafes,51.485279,0.0064010000000000004,Greenwich
1914,YERTO LIMITED,220 - 222 TRAFALGAR ROAD,,LONDON,SE109ER,56102 - Unlicensed restaurants and cafes,51.485279,0.0064010000000000004,Greenwich
1915,LE PERA LIMITED,26A GREENWICH CHURCH STREET,,LONDON,SE109BJ,56102 - Unlicensed restaurants and cafes,51.481045,-0.010015999999999999,Greenwich
1916,CANDLE LIGHT CATERING LTD,185 GREENWICH HIGH ROAD,,LONDON,SE108JA,56102 - Unlicensed restaurants and cafes,51.477546000000004,-0.014747999999999999,Greenwich
1917,THE SMITHFIELD NATURAL SAUSAGE COMPANY LIMITED,40 STOCKWELL STREET,,LONDON,SE108EY,56102 - Unlicensed restaurants and cafes,51.479482,-0.008572,Greenwich
1918,FREDDO LIMITED,FLAT 37 LARIAT APARTMENTS,36 CABLE WALK,LONDON,SE100TR,56102 - Unlicensed restaurants and cafes,51.489629,0.002945,Greenwich
1919,CHENGDU MEIZI LIMITED,"UNIT 1, MILLENIUM CINEMA DEVELOPMENT",BUGSBYS WAY,LONDON,SE100GD,56102 - Unlicensed restaurants and cafes,51.492241,0.010032,Greenwich
1920,2WIN INVESTMENT (UK) LIMITED,2 TALLOW CLOSE,,DAGENHAM,RM96EF,56102 - Unlicensed restaurants and cafes,51.540163,0.132733,Barking and Dagenham
1921,ITALIAN COFFEE HOUSE LTD,7 A PORTERS AVENUE,,DAGENHAM,RM95YS,56102 - Unlicensed restaurants and cafes,51.551521,0.13074000000000002,Barking and Dagenham
1922,DERYA FISH BAR LIMITED,7 STATION PARADE,,HEATHWAY,RM95AW,56102 - Unlicensed restaurants and cafes,51.541211,0.147723,Barking and Dagenham
1923,THE SNACK BAR LTD,9 STATION PARADE,DAGENHAM,ESSEX,RM95AW,56102 - Unlicensed restaurants and cafes,51.541211,0.147723,Barking and Dagenham
1924,SAFWAAN ASAN LTD,263 HEATHWAY,,DAGENHAM,RM95AQ,56102 - Unlicensed restaurants and cafes,51.542401,0.14757699999999999,Barking and Dagenham
1925,BECONTREE GRILL & TANDOORI LTD,484 GALE STREET,,DAGENHAM,RM94NU,56102 - Unlicensed restaurants and cafes,51.541047999999996,0.127064,Barking and Dagenham
